header,data,visibility,metainfo,main_part,text
"""Россети"" открыли в Петербурге лабораторию цифровых сетей",14 марта 2024,3,"Новый проспект (newprospect.ru), Санкт-Петербург, 14 марта 2024","""Россети"" открыли в Петербурге лабораторию цифровых сетей","На площадке ОЭЗ ""Новооорловская"" в Петербурге торжественно открыли Интеллектуальную лабораторию цифровых сетей, которая будет заниматься научными исследованиями в энергетике.
Новый исследовательский центр, созданной под эгидой ""Россетей"", будет заниматься разработкой, испытанием и сертификацией оборудования, созданием прорывных решений в области энергетики, сообщила пресс-служба Смольного. 
Специально для лаборатории российскими специалистами создан самый мощный в стране (35 тысяч узлов) комплекс моделирования энергосистем в режиме реального времени. В ее состав входят специализированные центры для изучения технологий распределенной энергетики, климатических и электромагнитных исследований, тестирования оборудования связи, работ в сфере кибербезопасности, а также климатическая камера для проведения испытаний на искусственное старение оборудования.
Инвестиции в проект превысили 3 млрд рублей. В открытии приняли участие губернатор Александр Беглов и гендиректор ПАО ""Россети"" Андрей Рюмин. 
"
ММК обсудит дивиденды в конце апреля,14 марта 2024,"18,10","Finam.ru, Москва, 14 марта 2024",ММК обсудит дивиденды в конце апреля,"Акции ММК 
Совет директоров ММК планирует рассмотреть вопрос о выплате дивидендов в конце апреля, сообщила директор по устойчивому развитию и связям с инвесторами компании Ярослава Врубель в ходе трансляции Telegram-канала Market power. 
Вопрос о дивидендах активно обсуждается внутри компании, хотя в последние два года дивиденды не выплачивались, передают слова Врубель РИА ""Новости"". 
В 2021 году компания выплачивала дивиденды за 1 квартал, полугодие и 9 месяцев в размере 7,988 рубля на акцию. 
Кроме того, замдиректора по связям с инвесторами ММК Илья Нечаев сообщил, что ""Магнитка"" не планирует buyback.
""С точки зрения влияния выкупа акций... На данный момент компания не рассматривает это мероприятие"", - заявил Нечаев. По его словам, buyback будет ""мешать ликвидности"" ММК на бирже.
Нечаев также сообщил, что компания не ждет снижения рентабельности. 
""Ожидаем ее сохранение. Учитывая большой отток в оборотный капитал в 2023 году, в 2024-м мы не ожидаем такого оттока. Оцениваем, что FCF будет выше 2023 года"", - заявил Нечаев.
Он напомнил, что FCF в 2023 году составил 31 млрд. Кроме того, менеджер отметил, что покупка шахты им. Тихова не вошла в раздел САРЕХ, который был направлен на развитие текущих активов. 
Все публикации про ММК 
Похожие сообщения (4):
Investinfo.pro (investinfo.pro), Москва, 14 марта 2024, ММК обсудит дивиденды в конце апреля
Финансовые новости на The rtf.ru (trtf.ru), Москва, 14 марта 2024, ММК обсудит дивиденды в конце апреля
Пресс-релизы Finam.ru, Москва, 14 марта 2024, ММК обсудит дивиденды в конце апреля
Smart SMI (smart-smi.ru), Москва, 14 марта 2024, ММК обсудит дивиденды в конце апреля
"
15.03.24 15 марта последний день для покупки акций Positive Technologies для участия в ВОСА,14 марта 2024,9,"Finam.ru, Москва, 14 марта 2024",15.03.24 15 марта последний день для покупки акций Positive Technologies для участия в ВОСА,"Акции iПозитив 
15 марта последний день для покупки акций Positive Technologies для участия во внеочередном общем собрании акционеров, следует из сообщения компании.
9 апреля акционеры Positive Technologies обсудят вопрос выплаты дивидендов по результатам 1 квартала 2024 года.
Другие публикации про ПАО ""Группа Позитив""
14:00 • Разуваев Александр 
Высокая ключевая ставка сохранится весь 2024 год 
Это обрадует вкладчиков коммерческих банков и держателей ОФЗ
02:17 
Группа Позитив АО - Внеочередное общее собрание 
02:16 
Группа Позитив АО - Дивиденды в денежной форме 
Все публикации про iПозитив 
"
Георгий Филимонов заявил о новом формате работы с вологодскими трудящимися,14 марта 2024,15,"Красный север.ru, Вологда, 14 марта 2024",Георгий Филимонов заявил о новом формате работы с вологодскими трудящимися,"Врио губернатора Георгий Филимонов заявил о запуске прямого диалога с трудовыми коллективами всех отраслей Вологодской области. О новом формате работы с вологодскими трудящимися руководитель региона сообщил на встрече с сотрудниками компании ""Северсталь"".
""Я с особым вниманием и почтением отношусь к представителям рабочих профессий и сегодня постарался услышать, что в первую очередь волнует сотрудников предприятия ""Северсталь"". Это первое мероприятие в череде последующих встреч. Отмечу, что формат прямого диалога мы запускаем в работе с трудовыми коллективами всех отраслей Вологодчины"", - сказал Георгий Филимонов.
В рамках встречи обсудили и насущные вопросы в области социальной политики региона. Это поддержка многодетных семей, привлечение в регион молодежи, кадровый дефицит.
""Мы введем дополнительные выплаты по восемь тысяч рублей преподавателям со средним образованием и по 10 тысяч рублей - педагогам с высшим образованием, работающим на селе. Дополнительно с 1 июля 2024 года мы поднимем заработные платы на 10% лаборантам и прочему персоналу"", - цитирует Георгия Филимонова его пресс-служба.
Одной из главных тем стало ЖКХ. В 2024 году будет потрачено около шести миллиардов рублей, чтобы заменить и построить 84 километров сетей, а также построить или реконструировать 80 объектов коммунальной инфраструктуры.
Также без внимания не осталась и тема экологии региона.
""Без поддержки на региональном уровне был бы невозможен проект по созданию комплекса производства железорудных окатышей в Череповце. Он позволит нам вывести из эксплуатации устаревшие агрегаты двух действующих аглофабрик и значительно снизить экологическую нагрузку. При этом, часть оборудования будет остановлена уже в 2024 году, что поможет нам выполнить взятые на себя обязательства в рамках проекта ""Чистый воздух"". Нам очень важно сотрудничать с правительством Вологодской области. Мы работаем для достижения одной цели - улучшение качества жизни на Вологодчине и создание высокоэффективного, экологичного производства"", - подытожил председатель Совета директоров компании ""Северсталь"" Алексей Мордашов.
Игнат КРИВЧЕНКО 
Врио губернатора Георгий Филимонов на встрече с сотрудниками компании ""Северсталь"".
"
"""Россети"" планируют инвестировать 38,5 миллиардов рублей в развитие сетей Петербурга в 2024 году",14 марта 2024,31,"Мой район (mr-7.ru), Санкт-Петербург, 14 марта 2024","""Россети"" планируют инвестировать 38,5 миллиардов рублей в развитие сетей Петербурга в 2024 году","ПАО ""Россети"" в 2024 году планируют инвестировать в развитие сетей Петербурга 38,5 миллиардов рублей, пишет ТАСС с ссылкой на гендиректора компании Андрея Рюмина. Это на 1,5 миллиарда больше, чем в прошлом году.
Деньги, по словам Рюмина, планируют потратить на ""модернизацию, оборудование, реконструкцию, на новое строительство"". 
Электросетевая компания ""Россети"" - одна из крупнейших в мире в своей отрасли. В ее состав входят 43 дочерних и зависимых общества, включая 16 распределительных сетевых компаний. Среди них ""Россети Центр"", ""Россети Центр и Приволжье"", ""Россети Московский регион"", ""Россети Ленэнерго"" и другие.
В 2023 году ""Россети Ленэнерго"" ввели в эксплуатацию единый центр управления электросетями Петербурга и Ленобласти. Тогда же запустили и две новые подстанции 110 кВ. 
Фото: pxhere.com
Похожие сообщения (1):
БезФормата Санкт-Петербург (sanktpeterburg.bezformata.com), Санкт-Петербург, 14 марта 2024, ""Россети"" планируют инвестировать 38,5 миллиардов рублей в развитие сетей Петербурга в 2024 году
"
"Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ",14 марта 2024,10,"ПРАЙМ # Бизнес-лента, Москва, 14 марта 2024","Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ","МОСКВА, 14 мар /ПРАЙМ/. Средняя максимальная ставка по вкладам десяти банков РФ, привлекающих наибольший объем депозитов физлиц в рублях, по итогам первой декады марта выросла на 0,06 процентного пункта, до 14,85%, следует из материалов Банка России.
Рекордно высокий показатель средней ставки за всю историю измерений был зафиксирован в первой декаде марта 2022 года, 20,51%, а рекордно низкий - в первой декаде октября 2020 года (4,33%).
Рассчитываемая Центробанком средняя максимальная процентная ставка по вкладам служит ориентиром для российского рынка. ЦБ рекомендует банкам привлекать средства населения не дороже, чем значение этой ставки плюс 2 процентных пункта. В список банков, по которым проводится мониторинг, входят Сбербанк, ВТБ, Газпромбанк, Альфа-банк, Россельхозбанк, ""ФК Открытие"", ""Московский кредитный банк"">, ""Тинькофф банк"", Промсвязьбанк и Совкомбанк.
Похожие сообщения (7):
РИА Новости # Все новости, Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
РИА Новости # Финансы и банки, Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
РИА Новости # Экономика: главное, Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
РИА Новости # Экономика: все новости, Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
РИА Новости # Главное, Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
Mfd.ru, Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
МФК Инвест (mfk-invest.ru), Москва, 14 марта 2024, Средняя максимальная ставка по вкладам в РФ выросла на 0,06 п.п., до 14,85% - ЦБ
"
"""Россети"" открыли в Санкт-Петербурге первую в стране интеллектуальную лабораторию цифровых сетей",14 марта 2024,"51,10","Эксперт (expert.ru), Москва, 14 марта 2024","""Россети"" открыли в Санкт-Петербурге первую в стране интеллектуальную лабораторию цифровых сетей","""Россети"" открыли в Санкт-Петербурге Интеллектуальную лабораторию цифровых сетей. В этом исследовательском центре займутся разработкой, испытанием и сертификацией энергооборудования, созданием прорывных решений в области энергетики. Об этом сообщает пресс-служба компании. 
В церемонии открытия принял участие губернатор Санкт-Петербурга Александр Беглов. Он подчеркнул, что интеллектуальная лаборатория, которая открывается в особой экономической зоне, не имеет аналогов в России. 
""Сегодня впервые в нашей стране, и именно в Санкт-Петербурге, в нашей Особой экономической зоне, открывается Интеллектуальная лаборатория. Это новое слово в науке и технологиях. Во-первых, лаборатория будет заниматься научными исследованиями в энергетике. Во-вторых, испытаниями и тестированием оборудования, которые используется в энергетике. В-третьих, обучением - здесь созданы все условия для студентов, а также есть возможно проводить экскурсии и лекции для детей. Это говорит о том, что сегодня ""Россети"" занимаются воспитанием своих будущих специалистов, стараются заинтересовать молодежь. Но самое главное, о чем говорил президент, лаборатория способствует технологической независимости и продвижению наших технологий"", - цитируют главу Санкт-Петербурга в пресс-службе группы ""Россети"". 
Как сообщил генеральный директор группы ""Россети"" Андрей Рюмин, лаборатория позволяет проводить сложнейшие исследования: тестировать цифровые системы, оценивать влияние электромагнитного излучения и солнечной радиации, изучать новые технологии передачи энергии. Кроме того, здесь можно испытывать оборудование в экстремальных режимах, например, для освоения Арктики. 
""Достижение технологического суверенитета - это не только импортозамещение, но и разработка прорывных технологий. Проект в первую очередь ориентирован на решение этой задачи"", - заключил глава группы ""Россети"". 
Специально для лаборатории создан самый мощный в России (35 тыс. узлов) комплекс моделирования энергосистем в режиме реального времени, который по своим показателям превосходит многие зарубежные аналоги. Вдобавок, в распоряжении исследователей находится испытательная сеть 0,4-35 кВ, где можно тестировать традиционное и цифровое оборудование. Впервые в России применен четырехквадрантный усилитель большой мощности (120 кВА), позволяющий имитировать подключение к энергосистеме потребителя или объекта генерации, включая ВИЭ. 
Кроме того, в состав лаборатории входят специализированные центры для изучения технологий распределенной энергетики, климатических и электромагнитных исследований, тестирования оборудования связи, работ в сфере кибербезопасности. Инфраструктура исследовательского центра рассчитана и на реализацию образовательных программ для специалистов и группы ""Россети"", и других компаний, организацию производственной практики студентов профильных вузов. 
Фото: пресс-служба Правительства Санкт-Петербурга
Похожие сообщения (9):
Энергия единой сети.рф, Москва, 15 марта 2024, ""Россети"" открыли Интеллектуальную лабораторию цифровых сетей в Санкт-Петербурге
GisProfi (gisprofi.com), Омск, 15 марта 2024, ""Россети"" открыли Интеллектуальную лабораторию цифровых сетей в Санкт-Петербурге
Пресс-релизы Srzau-ric.ru, Чебоксары, 15 марта 2024, ""Россети"" открыли интеллектуальную лабораторию цифровых сетей
Seldon.News (news.myseldon.com), Москва, 15 марта 2024, ""Россети"" открыли Интеллектуальную лабораторию цифровых сетей в Санкт-Петербурге
Ленэнерго (rosseti-lenenergo.ru), Санкт-Петербург, 15 марта 2024, ""Россети"" открыли Интеллектуальную лабораторию цифровых сетей в Санкт-Петербурге
C.О.К. (c-o-k.ru), Москва, 15 марта 2024, В Петербурге открыли первую интеллектуальную лабораторию цифровых сетей.
Энергоэксперт online (energyexpert.ru), Москва, 15 марта 2024, В Санкт-Петербурге открыта Интеллектуальная лаборатория цифровых сетей
ЭнергоСистемы (enesystem.ru), Чебоксары, 15 марта 2024, ""Россети"" открыли Интеллектуальную лабораторию цифровых сетей в Санкт-Петербурге
Время России (времяроссии.рф), Москва, 14 марта 2024, ""Россети"" открыли Интеллектуальную лабораторию цифровых сетей
"
"ФАС и ПАО ""Россети"": критика недостаточного внимания к проблеме недоплаты.",14 марта 2024,1,"Rus Republic (rus-republic.com), Москва, 14 марта 2024","ФАС и ПАО ""Россети"": критика недостаточного внимания к проблеме недоплаты.","Добавить новость Редактировать Удалить
Энергетический кризис: как ""Россети"" готовятся переложить долги на потребителей
Федеральная антимонопольная служба (ФАС) предлагает включить недоплаченные суммы региональных энергосбытовых компаний в тарифы, которые должны будут оплатить потребители. Это связано с тем, что энергосбытчики не расплатились с ПАО ""Россети"" за полученную энергию, что привело к обанкротившимся компаниям и образованию долга в размере 20 миллиардов рублей.
Уголовное дело Михаила Абызова и массовые протесты в Новосибирской области
Блок рекламы
Вспомним, что начало уголовного дела бывшего министра Михаила Абызова, который был осужден на 12 лет за организацию преступного сообщества и хищение четырех миллиардов рублей. Экс-министр по делам ""Открытого правительства"" оказался в центре манипуляций, в результате чего жители Новосибирской области вышли на митинги из-за резкого увеличения тарифов по ЖКХ на 15% в 2016 году.
Финансовые махинации ""ТНС энерго"" и проблемы ""Россетей""
Топ-менеджеры ""ТНС энерго"" также оказались в центре скандала, выводя деньги на сторонние проекты вместо оплаты за потребленную энергию у ПАО ""Россети"". Этот случай лишь один из многих, где госхолдинг ""Россети"" страдает от махинаций и неплатежеспособности энергосбытчиков.
Ситуация в энергетическом секторе России остается напряженной, особенно в регионах Архангельской, Тверской, Вологодской областях, Бурятии и Туве. ""Россети"" готовы переложить долги на потребителей, что может привести к дополнительному увеличению тарифов и финансовым затруднениям для населения.
Итак, энергетический кризис в России продолжает нарастать, а финансовые махинации и неплатежи только усугубляют ситуацию. Необходимы радикальные меры и прозрачность в энергетической отрасли для предотвращения дальнейших проблем и защиты интересов потребителей.
Первичным источником сведений и основанием для изложенных в публикации фактов, аргументов и иных данных является телеграм-канал @criminalru.
Приглашаем к сотрудничеству всех заинтересованных лиц. Подробнее в разделе О САЙТЕ.
Добавить новость Редактировать Удалить
ФАС и ПАО ""Россети"": критика недостаточного внимания к проблеме недоплаты.
"
РАЗБОР РУСАГРО - ЧАСТЬ 1,14 марта 2024,1,"Smart SMI (smart-smi.ru), Москва, 14 марта 2024",РАЗБОР РУСАГРО - ЧАСТЬ 1,"- Всем привет, друзья! Сегодня смотрим фундаментал компании, разбираемся в ее перспективности со стороны отчетностей, а в следующей части посмотрим на технику и сделаем финальный вывод о компании 
 - ➡️Итак, #AGRO - один из крупнейших агропромышленных холдингов России, занимающий лидирующие позиции в производстве сахара, свинины, масла, молока и других продуктов питания. Компания также развивает сельское хозяйство, выращивая сахарную свеклу, пшеницу и подсолнечник
 - Основными источниками дохода компании являются продажа продукции собственного производства, а также услуги переработки (обработки) других продуктов питания. Компания владеет многими известными брендами, полный их список можно почитать здесь (https://www.rusagrogroup.ru/ru/o-kompanii/).
 - Финансовые показатели. Давайте сравним показатели чистой прибыли, выручки и долга компании:
 Чистая прибыль: 
 2021 год: 222.9 млрд руб (+40% г/г)
 2022 год: 240.2 млрд руб (+8% г/г)
 2023 год: 277.3 млрд руб (+15%г/г)
Выручка: 
 2021 год: 41.4 млрд руб (+71% г/г)
 2022 год: 6.7 млрд руб (-84% г/г)
 2023 год: 48.7 млрд руб (+618%г/г)
Чистый долг:
 2021 год: 73.4 млрд. руб
 2022 год: 99.7 млрд руб
 2023 год: 66.4 млрд руб
 - ✔️Как видно из цифр отчетностей, за последние годы компания демонстрирует значительный рост фин. показателей, наращивая выручку и сокращая долг. Также она улучшает свои производственные мощности, что также способствует развитию
 - С фундаментальной составляющей компания смотрится очень хорошо, работая в постоянно востребованной отрасли и принося прибыль даже в нелегкие времена
 - Вторая часть разбора уже опубликована в моем Телеграм-канале. Подписывайтесь и читайте! 
"
Совет директоров ММК по вопросу дивидендов пройдет ориентировочно в конце апреля,14 марта 2024,7,"ПРАЙМ # Бизнес-лента, Москва, 14 марта 2024",Совет директоров ММК по вопросу дивидендов пройдет ориентировочно в конце апреля,"МОСКВА, 14 мар /ПРАЙМ/. Совет директоров ""Магнитогорского металлургического комбината"" (ММК) по вопросу выплаты дивидендов пройдет ориентировочно в конце апреля, сообщила директор по устойчивому развитию и связям с инвесторами компании Ярослава Врубель.
""Можем сказать, что обсуждение этого вопроса безусловно ведется в компании. И предварительно существует вероятность того, что на заседании совета директоров, ориентировочно, в конце апреля, появится ясность касаемо дивидендов"", - заявила Врубель в ходе трансляции Telegram-канала Market power, отвечая на вопрос о планах компании по выплатам дивидендов.
ММК не выплачивал дивиденды за 2021 и 2022 годы.
ММК входит в число крупнейших мировых производителей стали и занимает лидирующие позиции среди предприятий черной металлургии России. Активы компании представляют крупный металлургический комплекс с полным производственным циклом. За прошлый год группа ММК нарастила выплавку стали на 11% - до 13 миллионов тонн.
Похожие сообщения (2):
РИА Новости # Экономика: все новости, Москва, 14 марта 2024, Совет директоров ММК по вопросу дивидендов пройдет ориентировочно в конце апреля
РИА Новости # Все новости, Москва, 14 марта 2024, Совет директоров ММК по вопросу дивидендов пройдет ориентировочно в конце апреля
"
"МКБ разместил ""замещающие"" облигации на $77,9 млн",14 марта 2024,1,"Bonds.finam.ru, Москва, 14 марта 2024","МКБ разместил ""замещающие"" облигации на $77,9 млн","""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"" разместил облигаций серии ЗО-2024-02 на $77,942 млн. по номинальной стоимости, что составляет 35,87% от общего объема выпуска, говорится в сообщении компании. Оплата облигаций при их размещении осуществлялась еврооблигациями.
Параметры выпуска облигаций объемом $217,270 млн. совпадают с находящимися в обращении еврооблигациями c погашением 25 июня 2024 года (ISIN XS1964558339). 
"
ФосАгро увеличила мощности по выпуску гранулированного сульфата аммония в Балакове,14 марта 2024,1,"БезФормата Саратов (saratov.bezformata.com), Саратов, 14 марта 2024",ФосАгро увеличила мощности по выпуску гранулированного сульфата аммония в Балакове,"ФосАгро увеличила мощности по выпуску гранулированного сульфата аммония в Балакове
Компания ""ФосАгро"", один из ведущих мировых производителей фосфорсодержащих удобрений и кормовых фосфатов, увеличила суммарные проектные мощности по выпуску гранулированного сульфата аммония, производимого Балаковским комплексом, до 360 тысяч тонн в год. В рамках реализации 2-го этапа стратегии развития Балаковского производственного комплекса были модернизированы две технологические системы Цеха фосфорных удобрений (ЦФУ), которые перевели на выпуск этой марки минеральных удобрений. ""Гранулированный сульфат аммония - уникальный продукт, востребованный фермерами приоритетного для ФосАгро отечественного рынка и аграриями других стран мира. Для увеличения объемов его производства на имеющихся линиях было установлено новое технологическое оборудование, построен склад готовой продукции вместимостью 4700 тонн и склад фосфорной кислоты"" - прокомментировал директор Балаковского филиала АО ""Апатит"" (Группа ""ФосАгро"") Сергей Лобанов. В процессе реализации проекта использовались наилучшие доступные технологии, преимущественно отечественного производства. Объем инвестиций в рамках второго этапа Стратегии развития составил 4,85 млрд рублей, созданы дополнительные рабочие места. Производство гранулированного сульфата аммония стало лишь первым шагом на пути к расширению номенклатуры продукции, выпускаемой балаковской площадкой ФосАгро. ""В декабре 2023 года подписан специальный инвестиционный контракт с АО ""Апатит"" на реализацию 3-го этапа программы развития предприятия, который предусматривает наращивание валового объема выпуска минеральных удобрений и создание гибкого производства новых марок: MAP, DAP, NPK, NPS, - отметил министр инвестиционной политики Саратовской области Александр Марченко. - Поэтапный ввод мощностей в рамках 3-го этапа развития в режиме опытно-промышленной эксплуатации планируется начать с 2025 г. с завершением полного цикла работ в 2027 году. В рамках контракта муниципальный район и регион обязуются обеспечивать стабильность условий ведения хозяйственной деятельности для инвестора на срок действия контракта"". На данный момент реализация проекта находится в активной стадии. В эти дни в Цехе фосфорных удобрений предприятия начался капитальный ремонт. В его рамках будут реализованы мероприятия, которые позволят уже через два месяца выпускать на линиях Балаковского филиала АО ""Апатит"" один из новых вышеперечисленных видов продукции - диаммонийфосфат (DAP). 
Источник: Инвестпортал Саратовской области 
"
"Алексеенко: на модернизацию энергосистемы в Херсонской области выделили 3,8 млрд рублей",14 марта 2024,2,"Hersonka.ru, Херсон, 14 марта 2024","Алексеенко: на модернизацию энергосистемы в Херсонской области выделили 3,8 млрд рублей","Автор: Новикова Александра
Часть средств будет потрачена на строительство электрической подстанции в Геническе 
 По поручению Владимира Путина запущена большая программа модернизации энергосистемы в Херсонской области. Так, федеральная компания Россети выделила на нее более трех миллиардов рублей, сообщил председатель правительства нашего региона Андрей Алексеенко. Благодаря данной мере постоянные аварии на электросетях уйдут в прошлое.
Часть средств будет потрачена на строительство электрической подстанции в Геническе. Ее планируют возвести в 2024 году. Это позволит кратно повысить надежность энергоснабжения в Геническом районе.
По словам Алексеенко, не менее масштабная работа идет по газификации. В ближайшие три года ее уровень в Херсонской области планируют поднять минимум до 50%. Для этого в регионе реализуется программа строительства газовых сетей. 
Похожие сообщения (1):
Город24 (gorod24.online), Феодосия, 14 марта 2024, Алексеенко: на модернизацию энергосистемы в Херсонской области выделили 3,8 млрд рублей
"
Глиноземный завод РУСАЛа не дает покоя: инициативная группа жителей подала иск по оспариванию отказа депутатов в референдуме,14 марта 2024,"4,10","Пресс-релизы Re-port.ru, Москва, 14 марта 2024",Глиноземный завод РУСАЛа не дает покоя: инициативная группа жителей подала иск по оспариванию отказа депутатов в референдуме,"Совет депутатов Сосновоборского городского округа большинством голосов в январе отказал жителям в референдуме, с чем они не согласились и подали иск на обжалование.
Совет депутатов Сосновоборского городского округа большинством голосов в январе отказал жителям в референдуме, с чем они не согласились и подали иск на обжалование.
Тогда вопросы референдума сочли не отвечающими требованиям ст.12 Федерального закона от 12.06.2002 N 67-ФЗ ""Об основных гарантиях избирательных прав и права на участие в референдуме граждан РФ"", а также ст. 5 областного закона Ленинградской области от 9 июня 2007 г. N 93-оз ""О местном референдуме в Ленинградской области. 
Вопреки распространенной в подобных случаях практике, обоснования по каждому из четырех предложенных вопросов референдума инициативной группе предоставлено не было. 
 Иными словами, по мнению большинства депутатов Сосновоборского совета, у горожан нет права выразить свое мнение по металлургическому проекту мирового масштаба в менее чем 10 км от города, но с адресом в соседнем районе. С мнением не согласилась инициативная группа и два депутата, представивших развернутое правовое обоснование каждого из вопросов и проголосовавших за признание вопросов референдума соответствующим законодательству.
""У экологии нет границ. А к вопросам местного значения как раз относится организация мероприятий по охране окружающей среды. Размещение объекта первого класса опасности в критичной близости от города, безусловно, затрагивает интересы сосновоборцев, да и не только их. Они имеют право поднимать вопросы на референдуме, высказывать свою позицию и влиять на решение по заводу"", - подчеркнул депутат законодательного собрания Ленинградской области Иван Апостолевский.
""Колоссальные тепловые выбросы и шламовая пыль от гигантского глиноземного завода окажут негативное влияние и за пределами Ломоносовского района включая и Санкт-Петербург. Поэтому, когда жителей не Ломоносовского района пытаются убедить, что у них нет права голоса - это не имеет законных оснований. Отказ в проведении референдума - по сути, препятствование цивилизованному решению вопроса"", - добавила председатель общественного движения Светлана Лисова.
 Вопросы, вынесенные на референдум, касаются отношения населения к проекту, организации общественной экологической экспертизы, а также обязывают органы местного самоуправления обратиться к губернатору и к президенту страны с просьбой принять соответствующие решения в связи с возмущением жителей из-за размещения завода РУСАЛа в густонаселенном районе.
Помимо ЛАЭС, в Сосновом Бору находятся еще порядка десяти объектов Росатома в разной стадии жизненного цикла. Опасения, помимо прочего, связаны с непредсказуемостью соседства имеющихся ядерноопасных предприятий с гигантским промышленным монстром ввиду отсутствия подобного в мировой практике. Одно из негативных влияний, высказанное физиком, экологом и председателем Общественного совета южного берега Финского залива Олегом Бодровым, касается выбросов в атмосферу. По его словам, парниковые газы с глиноземного завода могут превращаться в агрессивные дожди при соединении с выбросами пароводяной смеси градирен ЛАЭС-2, а это угроза не только природе, но и историко-культурным объектам Санкт-Петербурга.
Также из открытых источников стало известно, что за несколько дней до вынесения решения об отказе в референдуме ООО ""Ленинградский глиноземный завод"" (""дочка"" РУСАЛа) подало заявление на ""переезд"" юридического адреса из Соснового Бора в Копорское сельское поселение. А 7 марта ООО ""ЛГЗ"" увеличило уставный капитал с 1 млн до 201 млн рублей. 
Похожие сообщения (4):
News-Life (news-life.pro), Москва, 14 марта 2024, Глиноземный завод РУСАЛа не дает покоя: инициативная группа жителей подала иск по оспариванию отказа депутатов в референдуме
RSS+ (rss.plus), Москва, 14 марта 2024, Глиноземный завод РУСАЛа не дает покоя: инициативная группа жителей подала иск по оспариванию отказа депутатов в референдуме
Russian.city, Москва, 14 марта 2024, Глиноземный завод РУСАЛа не дает покоя: инициативная группа жителей подала иск по оспариванию отказа депутатов в референдуме
Russia24.pro, Москва, 14 марта 2024, Глиноземный завод РУСАЛа не дает покоя: инициативная группа жителей подала иск по оспариванию отказа депутатов в референдуме
"
